tabula_archetype_code,tabula_epoca,tabula_slot,tabula_construction_code,component_type_it,catalog_description,u_value,u_value_from_R,u_value_best,y_internal,y_external,n_layers,total_thickness_m,source_file,parse_error
AB_02,1901-1920,wall_3,Wall_01.06,Chiusura verticale,"Muratura in mattoni pieni (38 cm) (U=1,48 W/m2K)",1.482004234,1.2582384660870827,1.482004234,,,3,0.38,Wall_01.06.xlsx,
AB_02,1901-1920,floor_1,Floor_01.03,Chiusura orizzontale inferiore,,1.875202069,1.6305875737156297,1.875202069,4.130679517,4.442855909,3,0.215,Floor_01.03.xlsx,
AB_02,1901-1920,floor_2,Floor_01.03,Chiusura orizzontale inferiore,,1.875202069,1.6305875737156297,1.875202069,4.130679517,4.442855909,3,0.215,Floor_01.03.xlsx,
AB_03,1921-1945,roof,Roof_03.01,Chiusura superiore,"Tetto a falde in laterizio (U=2,2 W/m2K)",2.216748768,1.6635859519716003,2.216748768,,,2,0.19,Roof_03.01.xlsx,
AB_03,1921-1945,ceiling,Ceiling_02.02,Partizione orizzontale,"Solaio a profilati in acciaio e tavelloni in laterizio (U=2,48 W/m2K)",2.482404413,2.310347880193094,2.482404413,,,3,0.13,Ceiling_02.02.xlsx,
AB_03,1921-1945,wall_1,Wall_01.07,Chiusura verticale,"Muratura in mattoni pieni (50 cm) (U=1,14 W/m2K)",1.134930643,0.9988901221974351,1.134930643,,,3,0.5,Wall_01.07.xlsx,
AB_03,1921-1945,wall_2,Wall_01.08,Chiusura verticale,"Muratura in mattoni pieni (62 cm) (U=1,02 W/m2K)",1.018922853,0.9079118032067102,1.018922853,,,3,0.61,Wall_01.08.xlsx,
AB_03,1921-1945,wall_3,Wall_01.05,Chiusura verticale,"Muratura in mattoni pieni (25 cm) (U=2,01 W/m2K)",1.994301994,1.6091954023728368,1.994301994,,,3,0.25,Wall_01.05.xlsx,
AB_03,1921-1945,floor_1,Floor_02.02,Chiusura orizzontale inferiore,,1.818181818,1.5873015873015872,1.818181818,,,4,0.21000000000000002,Floor_02.02.xlsx,
AB_03,1921-1945,floor_2,Floor_02.02,Chiusura orizzontale inferiore,,1.818181818,1.5873015873015872,1.818181818,,,4,0.21000000000000002,Floor_02.02.xlsx,
AB_04,1946-1960,roof,Roof_01.01,Chiusura superiore,"Tetto a falde con struttura e tavolato in legno (U=1,8 W/m2K)",1.796407186,1.4150943395558917,1.796407186,2.072204896,2.153543135,1,0.05,Roof_01.01.xlsx,
AB_04,1946-1960,ceiling,Ceiling_03.01,Partizione orizzontale,"Solaio latero-cementizio (U=1,65 W/m2K)",1.663585952,1.5845070422814176,1.663585952,,,2,0.23,Ceiling_03.01.xlsx,
AB_04,1946-1960,wall_1,Wall_03.01,Chiusura verticale,"Muratura a cassa-vuota con mattoni forati (30 cm) (U=1,15 W/m2K)",1.151641047,1.011811770916345,1.151641047,,,5,0.30000000000000004,Wall_03.01.xlsx,
AB_04,1946-1960,wall_2,Wall_04.03,Chiusura verticale,"Muratura in calcestruzzo (18 cm) (U=3,4 W/m2K)",3.413357115,2.4215026991057056,3.413357115,4.670475907,8.869943369,2,0.18,Wall_04.03.xlsx,
AB_04,1946-1960,floor_1,Floor_03.01,Chiusura orizzontale inferiore,,1.318242344,1.1924837388379972,1.318242344,,,4,0.35000000000000003,Floor_03.01.xlsx,
AB_04,1946-1960,floor_2,Floor_03.01,Chiusura orizzontale inferiore,,1.318242344,1.1924837388379972,1.318242344,,,4,0.35000000000000003,Floor_03.01.xlsx,
AB_05,1961-1975,roof,Roof_03.01,Chiusura superiore,"Tetto a falde in laterizio (U=2,2 W/m2K)",2.216748768,1.6635859519716003,2.216748768,,,2,0.19,Roof_03.01.xlsx,
AB_05,1961-1975,ceiling,Ceiling_03.01,Partizione orizzontale,"Solaio latero-cementizio (U=1,65 W/m2K)",1.663585952,1.5845070422814176,1.663585952,,,2,0.23,Ceiling_03.01.xlsx,
AB_05,1961-1975,wall_1,Wall_03.02,Chiusura verticale,"Muratura a cassa-vuota con mattoni forati (40 cm) (U=1,1 W/m2K)",1.086019652,0.9608052461111718,1.086019652,,,5,0.4,Wall_03.02.xlsx,
AB_05,1961-1975,wall_2,Wall_04.02,Chiusura verticale,"Muratura in mattoni forati (40 cm) (U=1,26 W/m2K)",1.26227209,1.096224116957277,1.26227209,3.929188318,5.539627983,3,0.4,Wall_04.02.xlsx,
AB_05,1961-1975,floor_1,Floor_03.01,Chiusura orizzontale inferiore,"Solaio latero-cementizio (U=1,3 W/m2K)",1.318242344,1.1924837388379972,1.318242344,,,4,0.35000000000000003,Floor_03.01.xlsx,
AB_05,1961-1975,floor_2,Floor_03.01,Chiusura orizzontale inferiore,"Solaio latero-cementizio (U=1,3 W/m2K)",1.318242344,1.1924837388379972,1.318242344,,,4,0.35000000000000003,Floor_03.01.xlsx,
AB_06,1976-1990,roof,Roof_03.02,Chiusura superiore,"Tetto piano in latero-cemento (U=1,85 W/m2K)",1.844262295,1.444622792983776,1.844262295,,,2,0.28,Roof_03.02.xlsx,
AB_06,1976-1990,ceiling,Ceiling_06.01,Partizione orizzontale,"Solaio latero-cementizio, basso livello di isolamento (U=0,97 W/m2K)",0.9653499977,0.938179840294021,0.9653499977,,,3,0.25,Ceiling_06.01.xlsx,
AB_06,1976-1990,wall_1,Wall_06.02,Chiusura verticale,"Muratura a cassa-vuota con mattoni forati (40 cm), basso livello di isolamento (U=0,76 W/m2K)",0.7653522607,0.7009732823360503,0.7653522607,,,6,0.4,Wall_06.02.xlsx,
AB_06,1976-1990,wall_2,Wall_06.05,Chiusura verticale,"Muratura in calcestruzzo (anche prefabbricata, 18 cm), basso livello di isolamento (U=0,82 W/m2K)",0.8223065746,0.7484517586796094,0.8223065746,,,4,0.18,Wall_06.05.xlsx,
AB_06,1976-1990,floor_1,Floor_06.01,Chiusura orizzontale inferiore,,0.9753694581,0.9047706088705836,0.9753694581,,,5,0.37000000000000005,Floor_06.01.xlsx,
AB_06,1976-1990,floor_2,Floor_06.01,Chiusura orizzontale inferiore,,0.9753694581,0.9047706088705836,0.9753694581,,,5,0.37000000000000005,Floor_06.01.xlsx,
AB_07,1991-2005,roof,Roof_07.03,Chiusura superiore,"Tetto piano in latero-cemento, medio livello di isolamento (U=0,7 W/m2K)",0.6890311804,0.6244874788327706,0.6890311804,,,3,0.32,Roof_07.03.xlsx,
AB_07,1991-2005,ceiling,Ceiling_07.01,Partizione orizzontale,"Solaio latero-cementizio, medio livello di isolamento (U=0,69 W/m2K)",0.6799592681,0.6663662114710414,0.6799592681,,,3,0.27,Ceiling_07.01.xlsx,
AB_07,1991-2005,wall_1,Wall_07.05,Chiusura verticale,"Muratura in calcestruzzo (anche prefabbricata, 30 cm), medio livello di isolamento (U=0,6 W/m2K)",0.6085658897,0.5671482407829489,0.6085658897,,,4,0.30000000000000004,Wall_07.05.xlsx,
AB_07,1991-2005,wall_2,Wall_07.03,Chiusura verticale,"Muratura in mattoni forati (40 cm), medio livello di isolamento (U=0,59 W/m2K)",0.5905767317,0.5514928690540908,0.5905767317,,,4,0.4,Wall_07.03.xlsx,
AB_07,1991-2005,wall_3,Wall_07.04,Chiusura verticale,"Muratura in calcestruzzo (anche prefabbricata, 18-20 cm), medio livello di isolamento (U=0,62 W/m2K)",0.620598262,0.5775845090420748,0.620598262,,,4,0.19999999999999998,Wall_07.04.xlsx,
AB_07,1991-2005,floor_1,Floor_07.01,Chiusura orizzontale inferiore,,0.7740422205,0.7289059048311645,0.7740422205,,,5,0.39,Floor_07.01.xlsx,
AB_07,1991-2005,floor_2,Floor_07.01,Chiusura orizzontale inferiore,,0.7740422205,0.7289059048311645,0.7740422205,,,5,0.39,Floor_07.01.xlsx,
AB_08,Dopo il 2005,roof,Roof_07.02,Chiusura superiore,"Tetto a falde in laterizio, medio livello di isolamento (U=0,74 W/m2K)",0.7351849101,0.6621630661042289,0.7351849101,,,3,0.23,Roof_07.02.xlsx,
AB_08,Dopo il 2005,ceiling,Ceiling_08.01,Partizione orizzontale,"Solaio latero-cementizio, alto livello di isolamento (U=0,3 W/m2K)",0.2984084881,0.29576076241524024,0.2984084881,,,3,0.34,Ceiling_08.01.xlsx,
AB_08,Dopo il 2005,wall_1,Wall_08.01,Chiusura verticale,"Muratura in mattoni alveolati (alta resistenza termica), alto livello di isolamento (U=0,34 W/m2K)",0.3366103868,0.3235414954590898,0.3366103868,,,4,0.37,Wall_08.01.xlsx,
AB_08,Dopo il 2005,wall_2,Wall_08.02,Chiusura verticale,"Muratura in calcestruzzo (anche prefabbricata), alto livello di isolamento (U=0,34 W/m2K)",0.3373095364,0.3241873579693648,0.3373095364,,,4,0.33,Wall_08.02.xlsx,
AB_08,Dopo il 2005,floor_1,Floor_08.01,Chiusura orizzontale inferiore,,0.3323820715,0.32377277033955365,0.3323820715,,,5,0.44000000000000006,Floor_08.01.xlsx,
AB_08,Dopo il 2005,floor_2,Floor_08.01,Chiusura orizzontale inferiore,,0.3323820715,0.32377277033955365,0.3323820715,,,5,0.44000000000000006,Floor_08.01.xlsx,
